"Listing of All Active Institutions with Congressional, Assembly & Senate Districts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Institution ID,Legal Name,Popular Name,SED Code,INST Type Code,INST Type Description,INST Sub Type Code,INST Sub Type Description,Community Type Code,Community Type Description,County Code,County Description,Active Date,CEO Salutation,CEO FName,CEO LName,CEO Title,CEO Active Date,CEO Phone #,CEO Phone Extension,CEO email,Physical Address Line1,Physical Address Line2,Physical City,Physical State Code,Physical Zipcd5,Physical Zipadd4,Physical Country Code,Active Congressional District Code,Congressional District1,Congressional District2,Congressional District3,Congressional District4,Congressional District5,Active Senate District Code,Senate District1,Senate District2,Senate District3,Senate District4,senate District5,senate District6,Active Assembly District Code,Assembly District1,Assembly District2,Assembly District3,Assembly District4,Assembly District5,Assembly District6,Assembly District7,Assembly District8,Assembly District9
800000057566,MERCY UNIVERSITY-MANHATTAN CAMPUS,MERCY UNIV.-MANHATTAN CAMPUS,800000057566,1,REGENTS APPROVED INDEPENDENT COLLEGES,1,4-YEAR INDEPENDENT,71,NEW YORK CITY,31,NEW YORK,4/27/99,DR.,SUSAN,PARISH,CHIEF EXECUTIVE OFFICER,"Oct 19, 2016",(914)674-7307, ,sparish@mercy.edu,47 W 34TH ST, ,NEW YORK,NY,10001,    ,US,12,5,6,7,9,10,28,11,12,14,16,17,18,75,32,33,34,36,40,44,46,47,51
800000047064,MANHATTAN SCHOOL OF MUSIC,MANHATTAN SCHOOL OF MUSIC,310500370041,1,REGENTS APPROVED INDEPENDENT COLLEGES,1,4-YEAR INDEPENDENT,71,NEW YORK CITY,31,NEW YORK,10/16/91,DR.,JAMES,GANDRE,CHIEF EXECUTIVE OFFICER,"Jul 17, 2013",(917)493-4438, ,jgandre@msmnyc.edu,120 CLAREMONT AVE, ,NEW YORK,NY,10027,4698,US,13,10,12,13,15,0,30,27,28,29,30,31,33,69,61,66,67,68,69,70,71,72,73
800000046928,RABBI ISAAC ELCHANAN THEO SEMINARY,RABBI ISAAC ELCHANAN THEO SEMINARY,310600400000,1,REGENTS APPROVED INDEPENDENT COLLEGES,1,4-YEAR INDEPENDENT,71,NEW YORK CITY,31,NEW YORK,11/9/94,DR.,ARI,BERMAN,PRESIDENT,"Jun 16, 2017",(212)960-5300, ,president@YU.EDU,2540 AMSTERDAM AVE, ,NEW YORK,NY,10033,    ,US,13,8,10,11,12,13,31,17,19,23,27,28,30,72,49,60,61,65,66,67,69,70,71
800000047082,COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,310500335580,1,REGENTS APPROVED INDEPENDENT COLLEGES,1,4-YEAR INDEPENDENT,71,NEW YORK CITY,31,NEW YORK,7/1/80, ,KATRINA,ARMSTRONG,CHIEF EXECUTIVE OFFICER ,"Sep 30, 2024",(212)854-9970, ,officeofthepresident@columbia.edu,535 WEST 116TH ST, ,NEW YORK,NY,10027,7041,US,13,10,12,13,15,0,30,27,28,29,30,31,33,69,61,66,67,68,69,70,71,72,73
800000047356,COOPER UNION FOR THE ADVANCEMENT OF SCIENCE AND ART,COOPER UNION,310300390009,1,REGENTS APPROVED INDEPENDENT COLLEGES,1,4-YEAR INDEPENDENT,71,NEW YORK CITY,31,NEW YORK,7/18/89,DR.,STEVEN,MCLAUGHLIN,CHIEF EXECUTIVE OFFICER,"Jul 16, 2025",(212)353-4240, ,steven.mclaughlin@cooper.edu,30 COOPER SQ,7TH FL,NEW YORK,NY,10003,7183,US,10,5,9,10,12,13,27,10,21,27,28,29,30,66,23,42,61,66,67,68,69,70,72
800000047869,NEW YORK UNIVERSITY,NEW YORK UNIVERSITY,310200338145,1,REGENTS APPROVED INDEPENDENT COLLEGES,1,4-YEAR INDEPENDENT,71,NEW YORK CITY,31,NEW YORK,7/1/80, ,LINDA,MILLS,PRESIDENT,"Jul 26, 2023",(212)998-2306, ,president@nyu.edu,70 WASHINGTON SQUARE SOUTH, ,NEW YORK,NY,10012,    ,US,10,5,6,7,9,10,27,11,12,14,16,17,18,66,32,33,34,36,40,44,46,47,51
800000047867,NYU INST FOR EDUCATION & SOCIAL POLI,NYU INST FOR EDUCATION & SOCIAL POLI,310200330031,1,REGENTS APPROVED INDEPENDENT COLLEGES,1,4-YEAR INDEPENDENT,71,NEW YORK CITY,31,NEW YORK,11/7/96, , , , ,"Jul 29, 2024",, , ,285 MERCER ST 10TH FL, ,NEW YORK,NY,10003,6607,US,10,5,6,7,9,10,27,11,12,14,16,17,18,66,32,33,34,36,40,44,46,47,51
800000047858,TOURO UNIVERSITY,TOURO UNIVERSITY,310200369465,1,REGENTS APPROVED INDEPENDENT COLLEGES,1,4-YEAR INDEPENDENT,71,NEW YORK CITY,31,NEW YORK,7/1/80,DR.,ALAN,KADISH,PRESIDENT,"Apr 28, 2011",(646)565-6136, ,alan.kadish@touro.edu,THREE TIMES SQUARE, ,NEW YORK,NY,10036,    ,US,12,5,6,7,9,10,28,11,12,14,16,17,18,75,32,33,34,36,40,44,46,47,51
800000057576,THE KING'S COLLEGE,THE KING'S COLLEGE,800000057576,1,REGENTS APPROVED INDEPENDENT COLLEGES,1,4-YEAR INDEPENDENT,71,NEW YORK CITY,31,NEW YORK,1/16/99,MR.,THOMAS,GIBSON,PRESIDENT,"Mar 18, 2019",(212)659-7200,3207,tgibson@tkc.edu,56 BROADWAY, ,NEW YORK,NY,10004,    ,US,14,6,7,8,9,10,59,12,15,20,21,25,27,36,28,36,37,44,56,61,65,66,67
800000047854,COLL OF NEW ROCHELLE AT NY THEO SEMI,COLL OF NEW ROCHELLE AT NY THEO SEMI,310200360001,1,REGENTS APPROVED INDEPENDENT COLLEGES,1,4-YEAR INDEPENDENT,71,NEW YORK CITY,31,NEW YORK,11/10/94,DR.,STEPHEN,SWEENY,PRESIDENT,"May 6, 2010",(914)654-5431, ,ssweeny@cnr.edu,5 W 29TH ST, ,NEW YORK,NY,10001,    ,US,12,5,6,7,9,10,28,11,12,14,16,17,18,75,32,33,34,36,40,44,46,47,51
800000047856,MARYMOUNT MANHATTAN COLLEGE,MARYMOUNT MANHATTAN COLLEGE,310200360099,1,REGENTS APPROVED INDEPENDENT COLLEGES,1,4-YEAR INDEPENDENT,71,NEW YORK CITY,31,NEW YORK,7/24/89,DR.,PETER,NACCARATO,CHIEF EXECUTIVE OFFICER,"Jul 1, 2023",(212)517-0560, ,president@mmm.edu,221 E 71 ST, ,NEW YORK,NY,10021,    ,US,12,5,6,7,9,10,28,11,12,14,16,17,18,76,32,33,34,36,40,44,46,47,51
800000047863,NYU SCHOOL OF MEDICINE,NYU SCHOOL OF MEDICINE,310200388057,1,REGENTS APPROVED INDEPENDENT COLLEGES,1,4-YEAR INDEPENDENT,71,NEW YORK CITY,31,NEW YORK,7/1/80, ,LINDA,MILLS,PRESIDENT,"Jul 26, 2023",(212)998-2306, ,president@nyu.edu,550 FIRST AVE, ,NEW YORK,NY,10016,    ,US,12,5,6,7,9,10,59,11,12,14,16,17,18,74,32,33,34,36,40,44,46,47,51
800000047060,HELENE FULD COLLEGE OF NURSING,HELENE FULD COLLEGE OF NURSING,310500760010,1,REGENTS APPROVED INDEPENDENT COLLEGES,1,4-YEAR INDEPENDENT,71,NEW YORK CITY,31,NEW YORK,7/18/89,DR.,JOYCE,GRIFFIN-SOBEL,CHIEF EXECUTIVE OFFICER,"Sep 17, 2012",(212)616-7284, ,jgriffinsobel@helenefuld.edu,24 E 120TH  ST, ,NEW YORK,NY,10035,    ,US,13,10,12,13,15,0,30,27,28,29,30,31,33,68,61,66,67,68,69,70,71,72,73
800000047841,METROPOLITAN COLLEGE OF NEW YORK,METROPOLITAN COLLEGE OF NY (MCNY),310200370025,1,REGENTS APPROVED INDEPENDENT COLLEGES,1,4-YEAR INDEPENDENT,71,NEW YORK CITY,31,NEW YORK,8/9/89,DR.,CHARLES,GIBBS,CHIEF EXECUTIVE OFFICER,"Aug 26, 2024",(212)343-1234,3301,cgibbs@mcny.edu,"60 WEST ST, 8TH FL", ,NEW YORK,NY,10006,    ,US,10,5,6,7,9,10,27,11,12,14,16,17,18,61,32,33,34,36,40,44,46,47,51
800000047870,HEBREW UNION COLLEGE - JEWISH INSTITUTE OF RELIGION,HEBREW UNION COLL - JEWISH INST ,310200400000,1,REGENTS APPROVED INDEPENDENT COLLEGES,1,4-YEAR INDEPENDENT,71,NEW YORK CITY,31,NEW YORK,11/9/94,DR.,ANDREW,REHFELD,CHIEF EXECUTIVE OFFICER,"May 3, 2019",(212)674-5300,2201,arehfeld@huc.edu,1 W 4TH ST, ,NEW YORK,NY,10012,    ,US,10,5,6,7,9,10,27,11,12,14,16,17,18,66,32,33,34,36,40,44,46,47,51
800000047845,GEN THEO SEM-PROTESTANT EPIS CH U S,GEN THEO SEM-PROTESTANT EPIS CH U S,310200400002,1,REGENTS APPROVED INDEPENDENT COLLEGES,1,4-YEAR INDEPENDENT,71,NEW YORK CITY,31,NEW YORK,11/10/94, , , , ,"Sep 29, 2020",, , ,CHELSEA SQ, ,NEW YORK,NY,10011,    ,US,12,5,6,7,9,10,47,11,12,14,16,17,18,75,32,33,34,36,40,44,46,47,51
800000057565,LONG ISLAND UNIVERSITY - NEW YORK UNIVERSITY CAMPUS,LIU-NEW YORK UNIVERSITY CAMPUS,800000057565,1,REGENTS APPROVED INDEPENDENT COLLEGES,1,4-YEAR INDEPENDENT,71,NEW YORK CITY,31,NEW YORK,7/9/95,DR.,KIMBERLY,CLINE,PRESIDENT,"Jul 2, 2013",(516)299-2501, ,president@liu.edu,E  H  BOBST LIBRARY,70 WASHINGTON SQ. SOUTH,NEW YORK,NY,10012,    ,US,10,5,6,7,9,10,27,11,12,14,16,17,18,66,32,33,34,36,40,44,46,47,51
800000059323,ST. JOHN'S UNIVERSITY - MANHATTAN BRANCH,ST. JOHN'S UNIVERSITY MANHATTAN,800000059323,1,REGENTS APPROVED INDEPENDENT COLLEGES,1,4-YEAR INDEPENDENT,71,NEW YORK CITY,31,NEW YORK,1/1/02,REVEREND,BRIAN,SHANLEY OP,CHIEF EXECUTIVE OFFICER,"Feb 1, 2021",(718)990-6302, ,pres@stjohns.edu,101 ASTOR PL, ,NEW YORK,NY,10003,    ,US,10,10,12,13,15,0,27,27,28,29,30,31,33,66,61,66,67,68,69,70,71,72,73
800000047851,THE NEW SCHOOL ,THE NEW SCHOOL,310200350089,1,REGENTS APPROVED INDEPENDENT COLLEGES,1,4-YEAR INDEPENDENT,71,NEW YORK CITY,31,NEW YORK,7/18/89,MR.,JOEL,TOWERS,CHIEF EXECUTIVE OFFICER,"Aug 1, 2024",(212)229-2040, ,president@newschool.edu,66 W 12TH ST, ,NEW YORK,NY,10012,    ,US,10,5,6,7,9,10,27,11,12,14,16,17,18,66,32,33,34,36,40,44,46,47,51
800000047852,PACE UNIVERSITY - NYC CAMPUS,PACE UNIVERSITY - NYC CAMPUS,310200358323,1,REGENTS APPROVED INDEPENDENT COLLEGES,1,4-YEAR INDEPENDENT,71,NEW YORK CITY,31,NEW YORK,7/1/80,MR.,MARVIN,KRISLOV,PRESIDENT,"Aug 11, 2017",(212)346-1097, ,mkrislov@pace.edu,1 PACE PLAZA, ,NEW YORK,NY,10038,1502,US,10,5,6,7,9,10,27,11,12,14,16,17,18,66,32,33,34,36,40,44,46,47,51
800000057578,PRATT INSTITUTE MANHATTAN CENTER,PRATT INSTITUTE MANHATTAN CNTR,800000057578,1,REGENTS APPROVED INDEPENDENT COLLEGES,1,4-YEAR INDEPENDENT,71,NEW YORK CITY,31,NEW YORK,9/23/02,MS.,FRANCES,BRONET,CHIEF EXECUTIVE OFFICER,"Aug 2, 2018",(718)636-3646, ,fbronet@pratt.edu,144 WEST 14TH ST, ,NEW YORK,NY,10011,    ,US,10,5,6,7,9,10,47,11,12,14,16,17,18,66,32,33,34,36,40,44,46,47,51
800000047357,NEW YORK INSTITUTE FOR TECHNOLOGY-MANHATTAN CAMPUS,NY INST TECH-MANHATTAN CAMPUS,310300397964,1,REGENTS APPROVED INDEPENDENT COLLEGES,1,4-YEAR INDEPENDENT,71,NEW YORK CITY,31,NEW YORK,1/19/90,DR.,HENRY,FOLEY,CHIEF EXECUTIVE OFFICER,"Jul 21, 2017",(516)686-7650, ,hank.foley@nyit.edu,1855 BROADWAY, ,NEW YORK,NY,10023,    ,US,12,5,9,10,12,13,47,10,21,27,28,29,30,75,23,42,61,66,67,68,69,70,72
800000047370,BARD GRAD CTR FOR DECORATIVE ARTS,BARD GRAD CTR FOR DECORATIVE ARTS,310300360000,1,REGENTS APPROVED INDEPENDENT COLLEGES,1,4-YEAR INDEPENDENT,71,NEW YORK CITY,31,NEW YORK,11/9/94,DR.,LEON,BOTSTEIN,CHIEF EXECUTIVE OFFICER,"Jun 16, 2010",(854)758-7423, ,president@bard.edu,18 AND 38 WEST 86TH ST, ,NEW YORK,NY,10024,    ,US,12,5,9,10,12,13,47,10,21,27,28,29,30,69,23,42,61,66,67,68,69,70,72
800000047358,JEWISH THEOLOGICAL SEMNRY OF AMERICA,JEWISH THEOLOGICAL SEMNRY OF AMERICA,310300400000,1,REGENTS APPROVED INDEPENDENT COLLEGES,1,4-YEAR INDEPENDENT,71,NEW YORK CITY,31,NEW YORK,11/10/94,DR.,MARC,GARY,CHIEF EXECUTIVE OFFICER,"Sep 4, 2012",(212)678-8080, ,magary@jtsa.edu,3080 BROADWAY, ,NEW YORK,NY,10027,    ,US,13,5,9,10,12,13,30,10,21,27,28,29,30,69,23,42,61,66,67,68,69,70,72
800000047634,AMERICAN ACAD MCALLISTER INST,AMERICAN ACAD MCALLISTER INST,310200770000,1,REGENTS APPROVED INDEPENDENT COLLEGES,2,2 YEAR INDEPENDENT,71,NEW YORK CITY,31,NEW YORK,11/10/94,MR.,DONALD,CYMBOR,PRESIDENT,"May 6, 2021",(212)757-1190, ,dcymbor@aami.edu,1501 BROADWAY STE 1102, ,NEW YORK,NY,10036,    ,US,12,5,6,7,9,10,28,11,12,14,16,17,18,75,32,33,34,36,40,44,46,47,51
800000048422,BETH ISRAEL MEDICAL CENTER,BETH ISRAEL MEDICAL CENTER,310100762100,1,REGENTS APPROVED INDEPENDENT COLLEGES,2,2 YEAR INDEPENDENT,71,NEW YORK CITY,31,NEW YORK,1/19/90, , , , ,"Oct 15, 2025",, , ,10 NATHN D PERLMAN PL, ,NEW YORK,NY,10003,    ,US,12,6,7,8,9,10,59,12,15,20,21,25,27,74,28,36,37,44,56,61,65,66,67
800000047613,AMER ACADEMY OF DRAMATIC ARTS,AMER ACADEMY OF DRAMATIC ARTS,310200772075,1,REGENTS APPROVED INDEPENDENT COLLEGES,2,2 YEAR INDEPENDENT,71,NEW YORK CITY,31,NEW YORK,7/1/80,MS.,SUSAN,ZECH,CHIEF EXECUTIVE OFFICER,"Dec 8, 2010",(212)686-9244,305,szech@ny.aada.org,120 MADISON AVE, ,NEW YORK,NY,10016,    ,US,12,5,6,7,9,10,28,11,12,14,16,17,18,75,32,33,34,36,40,44,46,47,51
800000047633,MOUNT SINAI PHILLIPS SCHOOL OF NURSING,MOUNT SINAI PHILLIPS SCHOOL OF NURS.,310200762100,1,REGENTS APPROVED INDEPENDENT COLLEGES,2,2 YEAR INDEPENDENT,71,NEW YORK CITY,31,NEW YORK,10/23/91,DR.,KIMBERLY,GLASSMAN,CHIEF EXECUTIVE OFFICER,"Jul 12, 2024",(646)396-4425, ,kimberly.glassman@mountsinai.org,148 EAST 126TH ST, ,NEW YORK,NY,10035,6354,US,13,5,6,7,9,10,30,11,12,14,16,17,18,68,32,33,34,36,40,44,46,47,51
800000047353,BANK STREET COLLEGE OF EDUCATION,BANK STREET COL OF EDUC,310300374905,1,REGENTS APPROVED INDEPENDENT COLLEGES,3,GRADUATE PROGRAMS ONLY,71,NEW YORK CITY,31,NEW YORK,7/1/80,MR.,SHAEL,POLAKOW-SURANSKY,CHIEF EXECUTIVE OFFICER ,"Aug 1, 2017",(212)875-4595, ,ssuransky@bankstreet.edu,610 W 112TH ST, ,NEW YORK,NY,10025,    ,US,12,5,9,10,12,13,30,10,21,27,28,29,30,69,23,42,61,66,67,68,69,70,72
800000047839,THE NEW YORK ACADEMY OF ART,THE NEW YORK ACAD OF ART,310200370000,1,REGENTS APPROVED INDEPENDENT COLLEGES,3,GRADUATE PROGRAMS ONLY,71,NEW YORK CITY,31,NEW YORK,11/9/94,MR.,DAVID,KRATZ,CHIEF EXECUTIVE OFFICER,"Jul 26, 2013",(212)842-5959, ,dkratz@nyaa.edu,111 FRANKLIN ST, ,NEW YORK,NY,10013,    ,US,10,5,6,7,9,10,27,11,12,14,16,17,18,66,32,33,34,36,40,44,46,47,51
800000070595,RELAY SCHOOL OF EDUCATION,RELAY SCHOOL OF EDUCATION,800000070595,1,REGENTS APPROVED INDEPENDENT COLLEGES,3,GRADUATE PROGRAMS ONLY,71,NEW YORK CITY,31,NEW YORK,2/1/11,MS.,MAYME,HOSTETTER,CHIEF EXECUTIVE OFFICER ,"May 17, 2021",(212)228-1888,111,mhostetter@relay.edu,"25 BROADWAY, 3RD FL", ,NEW YORK,NY,10004,    ,US,10,5,6,7,9,10,27,11,12,14,16,17,18,61,32,33,34,36,40,44,46,47,51
800000065115,NEW YORK STUDIO SCHOOL,NEW YORK STUDIO SCHOOL,800000065115,1,REGENTS APPROVED INDEPENDENT COLLEGES,3,GRADUATE PROGRAMS ONLY,71,NEW YORK CITY,31,NEW YORK,7/8/09,MR.,GRAHAM,NICKSON,DEAN,"Jul 8, 2009",(212)673-6466,111,gnickson@nyss.org,8 W 8TH ST, ,NEW YORK,NY,10011,    ,US,10,5,6,7,9,10,27,11,12,14,16,17,18,66,32,33,34,36,40,44,46,47,51
800000065118,"LOUIS V. GERSTNER GRAD SCHO OF BIOMED SCI, MEMORIAL SLOAN-KETTERING CANCER CENTER",LOUIS V GERSTNER GRAD SCH,800000065118,1,REGENTS APPROVED INDEPENDENT COLLEGES,3,GRADUATE PROGRAMS ONLY,71,NEW YORK CITY,31,NEW YORK,7/8/09,DR.,SELWYN,VICKERS,CHIEF EXECUTIVE OFFICER,"Jul 20, 2011",(212)639-6561, ,vickers@mskcc.org,1275 YORK AVE, ,NEW YORK,NY,10021,6007,US,12,5,6,7,9,10,28,11,12,14,16,17,18,76,32,33,34,36,40,44,46,47,51
800000059266,NEW YORK GRADUATE SCHOOL OF PSYCHOANALYSIS,NEW YORK GRAD SCH PSYCHOANAL,800000059266,1,REGENTS APPROVED INDEPENDENT COLLEGES,3,GRADUATE PROGRAMS ONLY,71,NEW YORK CITY,31,NEW YORK,1/12/05,DR.,JANE,SNYDER,CHIEF EXECUTIVE OFFICER,"Oct 13, 2010",(617)277-3915, ,snyderj@bgsp.edu,16 WEST 10TH  ST, ,NEW YORK,NY,10011,    ,US,10,5,6,7,9,10,27,11,12,14,16,17,18,66,32,33,34,36,40,44,46,47,51
800000090092,CITY SEMINARY OF NEW YORK GRADUATE CENTER,CITY SEMINARY OF NY GRADUATE CTR.,800000090092,1,REGENTS APPROVED INDEPENDENT COLLEGES,3,GRADUATE PROGRAMS ONLY,71,NEW YORK CITY,31,NEW YORK,7/17/17,DR.,MARK,GORNIK,PRESIDENT,"Mar 9, 2018",(212)749-2717,0,mark@cityseminaryny.org,302 WEST 119TH ST, ,NEW YORK,NY,10026,    ,US,12,5,9,10,12,13,59,10,21,27,28,29,30,74,23,42,61,66,67,68,69,70,72
800000047067,UNION THEOLOGICAL SEMINARY,UNION THEOLOGICAL SEMINARY,310500400017,1,REGENTS APPROVED INDEPENDENT COLLEGES,3,GRADUATE PROGRAMS ONLY,71,NEW YORK CITY,31,NEW YORK,2/14/90,DR.,SERENE,JONES,CHIEF EXECUTIVE OFFICER,"May 6, 2010",(212)280-1403, ,sjones@uts.columbia.edu,3041 BROADWAY, ,NEW YORK,NY,10027,5792,US,13,10,12,13,15,0,30,27,28,29,30,31,33,69,61,66,67,68,69,70,71,72,73
800000047840,NEW YORK LAW SCHOOL,NEW YORK LAW SCHOOL,310200370009,1,REGENTS APPROVED INDEPENDENT COLLEGES,3,GRADUATE PROGRAMS ONLY,71,NEW YORK CITY,31,NEW YORK,7/11/89,MR.,ANTHONY,CROWELL,CHIEF EXECUTIVE OFFICER,"Jul 16, 2012",(212)431-2840, ,Anthony.Crowell@nyls.edu,185 W BROADWAY, ,NEW YORK,NY,10013,2921,US,10,5,6,7,9,10,27,11,12,14,16,17,18,66,32,33,34,36,40,44,46,47,51
800000084405,CORNELL UNIVERSITY - CORNELLNYC TECH CAMPUS,CORNELL UNIVERSITY-CORNELNYC TECH ,800000084405,1,REGENTS APPROVED INDEPENDENT COLLEGES,3,GRADUATE PROGRAMS ONLY,71,NEW YORK CITY,31,NEW YORK,7/13/12,DR.,MARTHA,POLLACK, ,"Jul 26, 2017",(607)255-5201, ,president@cornell.edu,2 WEST LOOP RD, ,NEW YORK,NY,10041,    ,US,12,5,6,7,9,10,28,11,12,14,16,17,18,76,32,33,34,36,40,44,46,47,51
800000047065,TEACHERS COLLEGE,TEACHERS COLLEGE - COLUMBIA UNIV,310500379455,1,REGENTS APPROVED INDEPENDENT COLLEGES,3,GRADUATE PROGRAMS ONLY,71,NEW YORK CITY,31,NEW YORK,7/1/80,DR.,THOMAS,BAILEY,PRESIDENT,"Jul 27, 2018",(212)678-3131, ,presidentsoffice@tc.columbia.edu,525 W 120TH ST, ,NEW YORK,NY,10027,    ,US,13,10,12,13,15,0,30,27,28,29,30,31,33,69,61,66,67,68,69,70,71,72,73
